ID;S_NAME;ICD10;SORT
10007472;Беременность, осложненная гипертонической болезнью с преимущественным поражением сердца, существовавшей до начала настоящей беременности;O10.1;7479
10007473;Беременность, осложненная гипертонической болезнью, существовавшей до начала настоящей беременности;O10.0;7480
10007474;Беременность, осложненная глубоким венозным тромбозом;O22.3;7481
10007475;Беременность, осложненная глубоким флеботромбозом;O22.3;7482
10007476;Беременность, осложненная гонококковой инфекцией;O98.2;7483
10007477;Беременность, осложненная двурогой маткой;O34.0;7484
10007478;Беременность, осложненная децидуитом;O41.1;7485
10007479;Беременность, осложненная диабетом сахарным;O24.9;7486
10007480;Беременность, осложненная дисфункцией лобкового симфиза;O26.7;7487
10007481;Беременность, осложненная жировым перерождением печени;O26.6;7488
10007482;Беременность, осложненная задержкой внутриматочного противозачаточного средства;O26.3;7489
10007483;Беременность, осложненная задержкой погибшего яйца;O02.0;7490
10007484;Беременность, осложненная зудом;O26.8;7491
10007485;Беременность, осложненная избыточным слюнотечением;O26.8;7492
10007486;Беременность, осложненная иммунологическими нарушениями;O99.1;7493
10007487;Беременность, осложненная инфекцией амниотического мешка;O41.1;7494
10007488;Беременность, осложненная инфекцией амниотической жидкости;O41.1;7495
10007489;Беременность, осложненная инфекцией мочевого пузыря;O23.1;7496
10007490;Беременность, осложненная инфекцией мочевых путей;O23.4;7497
10007491;Беременность, осложненная инфекцией мочевых путей уточненной части;O23.3;7498
10007492;Беременность, осложненная инфекцией мочеполового тракта;O23.9;7499
10007493;Беременность, осложненная инфекцией половых органов;O23.5;7500
10007494;Беременность, осложненная инфекцией половых путей;O23.5;7501
10007495;Беременность, осложненная инфекцией почек;O23.0;7502
10007496;Беременность, осложненная инфекцией уретры;O23.2;7503
10007497;Беременность, осложненная инфекцией уточненной;O98.8;7504
10007498;Беременность, осложненная инфекцией, передающейся преимущественно половым путем;O98.3;7505
10007499;Беременность, осложненная истечением амниотической жидкости;O41.8;7506
10007500;Беременность, осложненная истечением амниотической жидкости вследствие задержавшегося родоразрешения;O75.6;7507
10007501;Беременность, осложненная истмико-цервикальной недостаточностью;O34.3;7508
10007502;Беременность, осложненная истощением;O26.8;7509
10007503;Беременность, осложненная комбинированным предлежанием плода;O32.6;7510
10007504;Беременность, осложненная косым положением плода;O32.2;7511
10007505;Беременность, осложненная косым предлежанием плода;O32.2;7512
10007506;Беременность, осложненная кровотечением в ранние сроки беременности;O20.9;7513
10007507;Беременность, осложненная кровотечением в ранние сроки беременности уточненным;O20.8;7514
10007508;Беременность, осложненная кровотечением до 22 полных недель беременности;O20.9;7515
10007509;Беременность, осложненная кровотечением до 22 полных недель беременности уточненным;O20.8;7516
10007510;Беременность, осложненная кровотечением дородовым;O46.9;7517
10007511;Беременность, осложненная кровотечением при угрожающем аборте;O20.0;7518
10007512;Беременность, осложненная кровотечением, вызванным преждевременным отделением плаценты;O45.9;7519
10007513;Беременность, осложненная крупным размером плода;O33.5;7520
10007514;Беременность, осложненная лицевым предлежанием;O32.3;7521
10007515;Беременность, осложненная ложными родовыми болями;O47.9;7522
10007516;Беременность, осложненная ложными схватками;O47.9;7523
10007517;Беременность, осложненная маловодием;O41.0;7524
10007518;Беременность, осложненная малярией;O98.6;7525
10007519;Беременность, осложненная многоплодием;O33.8;7526
10007520;Беременность, осложненная нарушениями обмена веществ;O99.2;7527
10007521;Беременность, осложненная началом схваток до 37 недель беременности;O60.0;7528
10007522;Беременность, осложненная неврогенным зудом;O26.8;7529
10007523;Беременность, осложненная невставлением головки плода;O32.4;7530
10007524;Беременность, осложненная недостаточностью питания;O25;7531
10007525;Беременность, осложненная недостаточным увеличением массы тела;O26.1;7532
10007526;Беременность, осложненная некрозом печени с острой печеночной недостаточностью;O26.6;7533
10007527;Беременность, осложненная некрозом печени с печеночной недостаточностью;O26.6;7534
10007528;Беременность, осложненная некрозом печени с подострой печеночной недостаточностью;O26.6;7535
10007529;Беременность, осложненная некрозом печени с хронической печеночной недостаточностью;O26.6;7536
10007530;Беременность, осложненная неправильным положением матки;O34.5;7537
10007531;Беременность, осложненная неправильным положением плаценты;O44.1;7538
10007532;Беременность, осложненная неправильным положением плаценты без кровотечения;O44.0;7539
10007533;Беременность, осложненная неправильным положением плаценты с кровотечением;O44.1;7540
10007534;Беременность, осложненная неправильным предлежанием плода;O32.9;7541
10007535;Беременность, осложненная неправильным предлежанием плода при многоплодной беременности;O32.5;7542
10007536;Беременность, осложненная неправильным предлежанием плода уточненным;O32.8;7543
10007537;Беременность, осложненная неразрешенными социальными проблемами;Z35.7;7544
10007538;Беременность, осложненная несостоявшимися абортом;O02.1;7545
10007539;Беременность, осложненная несостоявшимися родами;O36.4;7546
10007540;Беременность, осложненная неустойчивым положением плода;O32.0;7547
10007541;Беременность, осложненная нефропатией;O26.8;7548
10007542;Беременность, осложненная низким прикреплением плаценты;O44.1;7549
10007543;Беременность, осложненная низким прикреплением плаценты без кровотечения;O44.0;7550
10007544;Беременность, осложненная низким прикреплением плаценты с кровотечением;O44.1;7551
10007545;Беременность, осложненная новообразованиями;O99.8;7552
10007546;Беременность, осложненная общим сужением таза;O33.1;7553
10007547;Беременность, осложненная олигогидрамнионом;O41.0;7554
10007548;Беременность, осложненная оофоритом;O23.5;7555
10007549;Беременность, осложненная опоясывающими болями в области таза;O26.7;7556
10007550;Беременность, осложненная опухолью матки;O34.1;7557
10007551;Беременность, осложненная опухолью тазовых органов;O34.8;7558
10007552;Беременность, осложненная опухолью тазовых тканей;O34.8;7559
10007553;Беременность, осложненная опухолью тела матки;O34.1;7560
10007554;Беременность, осложненная опухолью шейки матки;O34.4;7561
10007555;Беременность, осложненная опухолью яичника;O34.8;7562
10007556;Беременность, осложненная отеком;O12.0;7563
10007557;Беременность, осложненная отеком с гипертензией беременных легкой степени;O13;7564
10007558;Беременность, осложненная отклонением в состоянии плода;O36.9;7565
10007559;Беременность, осложненная отклонением в состоянии плода уточненным;O36.8;7566
10007560;Беременность, осложненная отягощенным акушерским анамнезом;Z35.2;7567
10007561;Беременность, осложненная патологией почек;O26.8;7568
10007562;Беременность, осложненная патологией почек с предшествующей гипертензией;O10.2;7569
10007563;Беременность, осложненная патологическим плотным прикреплением плаценты;O43.2;7570
10007564;Беременность, осложненная первой беременностью в очень юном возрасте;Z35.6;7571
10007565;Беременность, осложненная первой беременностью в пожилом возрасте;Z35.5;7572
10007566;Беременность, осложненная перекручиванием матки;O34.5;7573
10007567;Беременность, осложненная переношенностью;O48;7574
10007568;Беременность, осложненная периферическим невритом;O26.8;7575
10007569;Беременность, осложненная пиелитом;O23.0;7576
10007570;Беременность, осложненная плацентарной аномалией;O43.1;7577
10007571;Беременность, осложненная плацентарной болезнью;O43.9;7578
10007572;Беременность, осложненная плацентарной дисфункцией;O43.8;7579
10007573;Беременность, осложненная плацентарной отслойкой;O45.9;7580
10007574;Беременность, осложненная плацентарным инфарктом;O43.8;7581
10007575;Беременность, осложненная плацентарным пороком развития;O43.1;7582
10007576;Беременность, осложненная плацентарным предлежанием;O44.1;7583
10007577;Беременность, осложненная плацентарным предлежанием без кровотечения;O44.0;7584
10007578;Беременность, осложненная плацентарным предлежанием с кровотечением;O44.1;7585
10007579;Беременность, осложненная плацентарным преждевременным отделением;O45.9;7586
10007580;Беременность, осложненная плацентарным трансфузионным синдромом;O43.0;7587
10007581;Беременность, осложненная плацентарных врастанием;O43.2;7588
10007582;Беременность, осложненная плацентарных патологическим плотным прикреплением;O43.2;7589
10007583;Беременность, осложненная плацентарных приращением;O43.2;7590
10007584;Беременность, осложненная плацентарных прорастанием;O43.2;7591
10007585;Беременность, осложненная плацентитом;O41.1;7592
10007586;Беременность, осложненная плаценты врастанием;O43.2;7593
10007587;Беременность, осложненная плаценты патологическим плотным прикреплением;O43.2;7594
10007588;Беременность, осложненная плаценты приращением;O43.2;7595
10007589;Беременность, осложненная плаценты прорастанием;O43.2;7596
10007590;Беременность, осложненная побочным эффектом анестезии;O29.9;7597
10007591;Беременность, осложненная поверхностным венозным тромбозом;O22.9;7598
10007592;Беременность, осложненная поверхностным флеботромбозом;O22.2;7599
10007593;Беременность, осложненная подбородочным предлежанием;O32.3;7600
10007594;Беременность, осложненная полигидрамнионом;O40;7601
10007595;Беременность, осложненная поперечным положением плода;O32.2;7602
10007596;Беременность, осложненная поперечным предлежанием плода;O32.2;7603
10007597;Беременность, осложненная пороком развития матки;O34.0;7604
10007598;Беременность, осложненная почечной болезнью;O26.8;7605
10007599;Беременность, осложненная почечной болезнью с вторичной гипертензией;O10.4;7606
10007600;Беременность, осложненная почечной болезнью с гипертензией;O10.2;7607
10007601;Беременность, осложненная почечной недостаточностью;O26.8;7608
10007602;Беременность, осложненная почечной недостаточностью с вторичной гипертензией;O10.4;7609
10007603;Беременность, осложненная почечной недостаточностью с гипертензией;O10.2;7610
10007604;Беременность, осложненная предшествующей гипертонической болезнью с преимущественным поражением почек;O10.2;7611
10007605;Беременность, осложненная предшествующей гипертонической болезнью с преимущественным поражением сердца;O10.1;7612
10007606;Беременность, осложненная предшествующей гипертонической болезнью с преимущественным поражением сердца и почек;O10.3;7613
10007607;Беременность, осложненная предыдущей болезнью трофобласта с классическим пузырным заносом;Z35.2;7614
10007608;Беременность, осложненная предыдущей болезнью трофобласта с неполным пузырным заносом;Z35.3;7615
10007609;Беременность, осложненная предыдущей болезнью трофобласта с пузырным заносом;Z35.1;7616
10007610;Беременность, осложненная предыдущей болезнью трофобласта с частичным пузырным заносом;Z35.4;7617
10007611;Беременность, осложненная предыдущим неакушерским патологическим состоянием;Z35.8;7618
10007612;Беременность, осложненная предыдущим неакушерским состоянием;Z35.8;7619
10007613;Беременность, осложненная предыдущим преждевременным родоразрешением;Z35.2;7620
10007614;Беременность, осложненная преждевременно начавшейся родовой деятельностью без последующего родоразрешения;O60.0;7621
10007615;Беременность, осложненная преждевременно начавшейся родовой деятельностью без родоразрешения;O60.0;7622
10007616;Беременность, осложненная преждевременно начавшейся родовой деятельностью с преждевременным родоразрешением;O60.1;7623
10007617;Беременность, осложненная преждевременно начавшейся родовой деятельностью со своевременным родоразрешением;O60.2;7624
10007618;Беременность, осложненная преждевременно начавшейся, в сроке до 37 недель беременности, родовой деятельностью без последующего родоразрешения;O60.3;7625
10007619;Беременность, осложненная преждевременно начавшимися родами;O60.0;7626
10007620;Беременность, осложненная преждевременно начавшимися спонтанными родами;O60.0;7627
10007621;Беременность, осложненная преждевременным родоразрешением;O60.1;7628
10007622;Беременность, осложненная преждевременным родоразрешением с самопроизвольными родами;O60.1;7629
10007623;Беременность, осложненная преэклампсией;O14.9;7630
10007624;Беременность, осложненная преэклампсией легкой степени тяжести;O14.0;7631
10007625;Беременность, осложненная преэклампсией средней степени тяжести;O14.0;7632
10007626;Беременность, осложненная преэклампсией тяжелой;O14.1;7633
10007627;Беременность, осложненная признаками внутриутробной гипоксии плода;O36.3;7634
10007628;Беременность, осложненная признаками внутриутробной гипоксии плода, не связанной с родами;O36.3;7635
10007629;Беременность, осложненная протеинурией;O12.1;7636
10007630;Беременность, осложненная протеинурией с гипертензией;O14.9;7637
10007631;Беременность, осложненная протеинурией с отеками;O12.2;7638
10007632;Беременность, осложненная психическими нарушениями;O99.3;7639
10007633;Беременность, осложненная психозом;O99.3;7640
10007634;Беременность, осложненная психоневрозом;O99.3;7641
10007635;Беременность, осложненная птиализмом;O26.8;7642
10007636;Беременность, осложненная разрывом матки;O71.1;7643
10007637;Беременность, осложненная разрывом матки во время родов;O71.1;7644
10007638;Беременность, осложненная разрывом матки до начала родов;O71.0;7645
10007639;Беременность, осложненная расстройством питания;O99.2;7646
10007640;Беременность, осложненная рвотой;O21.9;7647
10007641;Беременность, осложненная реноваскулярной гипертензией, существовавшей до начала настоящей беременности;O10.4;7648
10007642;Беременность, осложненная ретроверсией матки;O34.5;7649
10007643;Беременность, осложненная сальпингитом;O23.5;7650
10007644;Беременность, осложненная сальпингоофоритом;O23.5;7651
10007645;Беременность, осложненная сепсисом, вызванным Haemophilus influenzae;O98.8;7652
10007646;Беременность, осложненная сепсисом, вызванным Streptococcus pneumoniae;O98.8;7653
10007647;Беременность, осложненная сепсисом, вызванным анаэробами;O98.8;7654
10007648;Беременность, осложненная сепсисом, вызванным грамотрицательными микроорганизмами;O98.8;7655
10007649;Беременность, осложненная сепсисом, вызванным стафилококком;O98.8;7656
10007650;Беременность, осложненная сепсисом, вызванным стрептококком;O98.8;7657
10007651;Беременность, осложненная сепсисом, вызванным стрептококком группы A;O98.8;7658
10007652;Беременность, осложненная сепсисом, вызванным стрептококком группы B;O98.8;7659
10007653;Беременность, осложненная сепсисом, вызванным стрептококком группы D;O98.8;7660
10007654;Беременность, осложненная септицемией, вызванной Haemophilus influenzae;O98.8;7661
10007655;Беременность, осложненная септицемией, вызванной Streptococcus pneumoniae;O98.8;7662
10007656;Беременность, осложненная септицемией, вызванной анаэробами;O98.8;7663
10007657;Беременность, осложненная септицемией, вызванной грамотрицательными микроорганизмами;O98.8;7664
10007658;Беременность, осложненная септицемией, вызванной стафилококком;O98.8;7665
10007659;Беременность, осложненная септицемией, вызванной стрептококком;O98.8;7666
10007660;Беременность, осложненная септицемией, вызванной стрептококком группы A;O98.8;7667
10007661;Беременность, осложненная септицемией, вызванной стрептококком группы B;O98.8;7668
10007662;Беременность, осложненная септицемией, вызванной стрептококком группы D;O98.8;7669
10007663;Беременность, осложненная сердечно-сосудистыми заболеваниями;O99.4;7670
10007664;Беременность, осложненная синдром зависимости, вызванным злоупотреблением наркотиками;O99.3;7671
10007665;Беременность, осложненная синдром зависимости, вызванным одновременным употреблением нескольких наркотических средств;O99.3;7672
10007666;Беременность, осложненная синдром зависимости, вызванным одновременным употреблением нескольких психоактивных веществ;O99.3;7673
10007667;Беременность, осложненная синдром зависимости, вызванным употреблением галлюциногенов;O99.3;7674
10007668;Беременность, осложненная синдром зависимости, вызванным употреблением каннабиоидов;O99.3;7675
10007669;Беременность, осложненная синдром зависимости, вызванным употреблением кокаина;O99.3;7676
10007670;Беременность, осложненная синдром зависимости, вызванным употреблением кофеина;O99.3;7677
10007671;Беременность, осложненная синдром зависимости, вызванным употреблением летучих растворителей;O99.3;7678
10007672;Беременность, осложненная синдром зависимости, вызванным употреблением опиоидов;O99.3;7679
10007673;Беременность, осложненная синдром зависимости, вызванным употреблением седативных средств;O99.3;7680
10007674;Беременность, осложненная синдром зависимости, вызванным употреблением снотворных средств;O99.3;7681
10007675;Беременность, осложненная синдром зависимости, вызванным употреблением стимуляторов;O99.3;7682
10007676;Беременность, осложненная синдром зависимости, вызванным употреблением табака;O99.3;7683
10007677;Беременность, осложненная синдромом анафилактоидным беременных;O88.1;7684
10007678;Беременность, осложненная сифилисом;O98.1;7685
10007679;Беременность, осложненная слюнотечением;O26.8;7686
10007680;Беременность, осложненная смещением матки;O34.5;7687
10007681;Беременность, осложненная сужением входа таза;O33.2;7688
10007682;Беременность, осложненная сужением выхода таза;O33.3;7689
10007683;Беременность, осложненная сужением таза;O33.1;7690
10007684;Беременность, осложненная токсикозом;O14.9;7691
10007685;Беременность, осложненная тромбозом;O22.9;7692
10007686;Беременность, осложненная тромбофлебитом;O22.2;7693
10007687;Беременность, осложненная тромбофлебитом поверхностным;O22.2;7694
10007688;Беременность, осложненная туберкулезом;O98.0;7695
10007689;Беременность, осложненная угрожающим абортом;O20.0;7696
10007690;Беременность, осложненная угрожающим преждевременным родоразрешением;O47.9;7697
10007691;Беременность, осложненная угрожающим преждевременным родоразрешением до 37 полных недель беременности;O47.0;7698
10007692;Беременность, осложненная угрожающим преждевременным родоразрешением начиная с 37 полных недель беременности;O47.1;7699
10007693;Беременность, осложненная уретритом;O23.2;7700
10007694;Беременность, осложненная утомляемостью;O26.8;7701
10007695;Беременность, осложненная ущемлением матки;O34.5;7702
10007696;Беременность, осложненная фиброидной опухолью матки;O34.1;7703
10007697;Беременность, осложненная физическим истощением;O26.8;7704
10007698;Беременность, осложненная флеботромбозом;O22.2;7705
10007699;Беременность, осложненная хлоазмой;O26.8;7706
10007700;Беременность, осложненная хлоазмой беременных;O26.8;7707
10007701;Беременность, осложненная холестазом;O26.6;7708
10007702;Беременность, осложненная холестазом внутрипеченочным;O26.6;7709
10007703;Беременность, осложненная целлюлитом мочевого пузыря;O23.1;7710
10007704;Беременность, осложненная целлюлитом полового тракта;O23.5;7711
10007705;Беременность, осложненная целлюлитом половых органов;O23.5;7712
10007706;Беременность, осложненная цервицитом;O23.5;7713
10007707;Беременность, осложненная цереброваскулярными нарушениями;O99.4;7714
10007708;Беременность, осложненная циститом;O23.1;7715
10007709;Беременность, осложненная цистоцеле;O34.8;7716
10007710;Беременность, осложненная чрезмерным увеличением массы тела;O26.0;7717
10007711;Беременность, осложненная эклампсией;O15.0;7718
10007712;Беременность, осложненная эклампсией с предшествующей гипертензией;O15.0;7719
10007713;Беременность, осложненная эклампсией с судорогами;O15.0;7720
10007714;Беременность, осложненная эклампсией, экламптическим делирием;O15.0;7721
10007715;Беременность, осложненная эклампсией, экламптическим нефритом;O15.0;7722
10007716;Беременность, осложненная эклампсией, экламптической комой;O15.0;7723
10007717;Беременность, осложненная эклампсией, экламптической уремией;O15.0;7724
10007718;Беременность, осложненная эмболией;O88.2;7725
10007719;Беременность, осложненная эмболией амниотической жидкостью;O88.1;7726
10007720;Беременность, осложненная эмболией воздушной;O88.0;7727
10007721;Беременность, осложненная эмболией легочной артерии;O88.2;7728
10007722;Беременность, осложненная эмболией пиемической;O88.3;7729
10007723;Беременность, осложненная эмболией сгустком крови;O88.2;7730
10007724;Беременность, осложненная эмболией септической;O88.3;7731
10007725;Беременность, осложненная эндокринными болезнями;O99.2;7732
10007726;Беременность, осложненная эндометритом;O23.5;7733
10007727;Беременность, осложненная эндометритом децидуальным;O41.1;7734
10007728;Беременность, осложненная ягодичным предлежанием плода;O32.1;7735
10007729;Беременность, продолжающаяся после аборта более одного плода;O31.1;7736
10007730;Беременность, продолжающаяся после аборта одного плода;O31.1;7737
10007731;Беременность, продолжающаяся после внутриутробной гибели более одного плода;O31.2;7738
10007732;Беременность, продолжающаяся после внутриутробной гибели одного плода;O31.2;7739
10007733;Беременность, продолжающаяся после нормального срока;O48;7740
10007734;Бержерона болезнь;F44.4;7741
10007735;Бери-бери;E51.1;7742
10007736;Бери-бери мокрая форма;E51.1;7743
10007737;Бери-бери мокрая форма, вовлекающая систему кровообращения;E51.1;7744
10007738;Бери-бери мокрая форма, полиневропатия;E51.1;7745
10007739;Бери-бери сухая форма;E51.1;7746
10007740;Бериллиоз;J63.2;7747
10007741;Бериллиоз легкого;J63.2;7748
10007742;Беркитта клеточный лейкоз;C91.8;7749
10007743;Беркитта лимфома;C83.7;7750
10007744;Беркитта лимфома в результате болезни, вызванной ВИЧ;B21.1;7751
10007745;Беркитта лимфома злокачественная;C83.7;7752
10007746;Беркитта лимфома из мелких клеток с нерасщепленными ядрами диффузная;C83.7;7753
10007747;Беркитта лимфома недифференцированная;C83.7;7754
10007748;Беркитта опухоль;C83.7;7755
10007749;Беркитта тип недифференцированный;C83.7;7756
10007750;Беркитта типа острый лимфобластный лейкоз;C92.6;7757
10007751;Берлина болезнь;S05.8;7758
10007752;Берлина болезнь травматическая;S05.8;7759
10007753;Берлина отек;S05.8;7760
10007754;Берлина отек травматический;S05.8;7761
10007755;Берлока дерматит;L56.2;7762
10007756;Бернара-Горнера синдром;G90.2;7763
10007757;Бернара-Сулье болезнь;D69.1;7764
10007758;Бернара-Сулье тромбопатия;D69.1;7765
10007759;Бернгардта-Рота болезнь;G57.1;7766
10007760;Бернгардта-Рота парестезия;G57.1;7767
10007761;Бернгейма синдром;I50.0;7768
10007762;Бернетта синдром;E83.5;7769
10007763;Бернса болезнь;M92.1;7770
10007764;Бернса остеохондроз;M92.1;7771
10007765;Бертиллиоз;B71.8;7772
10007766;Бесплодие женское;N97.9;7773
10007767;Бесплодие женское в анамнезе, требующее наблюдения за беременной;Z35.0;7774
10007768;Бесплодие женское гипофизарно-гипоталамического происхождения;E23.0;7775
10007769;Бесплодие женское происхождения маточного;N97.2;7776
10007770;Бесплодие женское происхождения трубного;N97.1;7777
10007771;Бесплодие женское происхождения уточненным;N97.8;7778
10007772;Бесплодие женское происхождения цервикального;N97.3;7779
10007773;Бесплодие женское, связанное с ановуляцией;N97.0;7780
10007774;Бесплодие женское, связанное с аномалией влагалища;N97.8;7781
10007775;Бесплодие женское, связанное с болезнью влагалища;N97.8;7782
10007776;Бесплодие женское, связанное с врожденной аномалией влагалища;N97.8;7783
10007777;Бесплодие женское, связанное с врожденной аномалией матки;N97.2;7784
10007778;Бесплодие женское, связанное с врожденной аномалией маточной трубы;N97.1;7785
10007779;Бесплодие женское, связанное с врожденной аномалией шейки матки;N97.3;7786
10007780;Бесплодие женское, связанное с дефектом имплантации оплодотворенной яйцеклетки;N97.2;7787
10007781;Бесплодие женское, связанное с мужскими факторами;N97.4;7788
10007782;Бесплодие женское, связанное с синдромом Штейна-Левенталя;E28.2;7789
10007783;Бесплодие мужское;N46;7790
10007784;Бесплодие относительное;N96;7791
10007785;Беспокойных ног синдром;G25.8;7792
10007786;Беспокойство;R45.1;7793
10007787;Беспокойство как реакция приспособления;F43.2;7794
10007788;Бессознательное состояние;R40.2;7795
10007789;Бессонница;G47.0;7796
10007790;Бессонница неорганического происхождения;F51.0;7797
10007791;Бессонница органического происхождения;G47.0;7798
10007792;Бессонница первичная;F51.0;7799
10007793;Бессонница психогенная;F51.0;7800
10007794;Беста болезнь;H35.5;7801
10007795;Беталипопротеинемия обширная;E78.2;7802
10007796;Беталипопротеинемия флотирующая;E78.2;7803
10007801;Бехтерева синдром грудного отдела;M45.4;7804
10007805;Бехтерева синдром крестцового и крестцово-копчикового отдела;M45.8;7805
10007797;Бехтерева синдром множественных отделов позвоночника;M45.0;7806
10007806;Бехтерева синдром неуточненной локализации;M45.9;7807
10007798;Бехтерева синдром области затылка, первого и второго шейных позвонков;M45.1;7808
10007799;Бехтерева синдром области шеи;M45.2;7809
10007803;Бехтерева синдром поясничного отдела;M45.6;7810
10007802;Бехтерева синдром пояснично-грудного отдела;M45.5;7811
10007804;Бехтерева синдром пояснично-крестцового отдела;M45.7;7812
10007800;Бехтерева синдром шейно-грудного отдела;M45.3;7813
10007807;Бехчета болезнь;M35.2;7814
10007808;Бехчета синдром;M35.2;7815
10007809;Бецольда абсцесс;H70.0;7816
10007810;Бешенство;A82.9;7817
10007811;Бешенство городское;A82.1;7818
10007812;Бешенство лесное;A82.0;7819
10007813;Бигеминальный пульс;R00.8;7820
10007814;Бигеминия;R00.8;7821
10007815;Бидля-Барде синдром;Q87.8;7822
10007816;Биение сердца анормальное;R00.8;7823
10007817;Биение сердца замедленное;R00.1;7824
10007818;Биение сердца замедленное, брадикардия;R00.1;7825
10007819;Биение сердца ускоренное;R00.0;7826
10007820;Биение сердца ускоренное, тахикардия;R00.0;7827
10007821;Биение сердца, ощущение сердцебиения;R00.2;7828
10007822;Биетта болезнь;L93.0;7829
10007823;Билирубинемия, семейная негемолитическая;E80.4;7830
10007824;Билиурия;R82.2;7831
10007825;Бильгарциоз;B65.9;7832
10007826;Бильгарциоз восточный;B65.2;7833
10007827;Бильгарциоз галактурический;B65.0;7834
10007828;Бильгарциоз гематохилурический;B65.0;7835
10007829;Бильгарциоз кишечный;B65.1;7836
10007830;Бильгарциоз легочный;B65.8;7837
10007831;Бильгарциоз легочный с пневмонией;B65.8;7838
10007832;Бильгарциоз липурический;B65.0;7839
10007833;Бильгарциоз пузырный;B65.0;7840
10007834;Бильгарциоз тропический гематурический;B65.0;7841
10007835;Бильгарциоз хилурический;B65.0;7842
10007836;Бильшовского болезнь;E75.4;7843
10007837;Бильшовского-Янского болезнь;E75.4;7844
10007838;Бин синдром;Q27.8;7845
10007839;Бинсвангера болезнь;I67.3;7846
10007840;Биоэлектрическая активность диэнцефальная вегетативная;G40.5;7847
10007841;Биоэлектрическая активность диэнцефальная вегетативная автономная;G40.5;7848
10007842;Биоэлектрическая активность диэнцефальная вегетативная идиопатическая;G40.5;7849
10007843;Бирда болезнь;F48.0;7850
10007844;Бирмера анемия;D51.0;7851
10007845;Бирмера болезнь;D51.0;7852
10007846;Бис-альбуминемия;E88.0;7853
10007847;Бискра прыщ;B55.1;7854
10007848;Биссиноз;J66.0;7855
10007849;Бладгуда болезнь;N60.1;7856
10007850;Бланта болезнь;M92.5;7857
10007851;Бланта остеохондроз;M92.5;7858
10007852;Бластомикоз;B40.9;7859
10007853;Бластомикоз бразильский;B41.9;7860
10007854;Бластомикоз генерализованный;B40.7;7861
10007855;Бластомикоз диссеминированный;B40.7;7862
10007856;Бластомикоз европейский;B45.9;7863
10007857;Бластомикоз келоидный;B48.0;7864
10007858;Бластомикоз кожный;B40.3;7865
10007859;Бластомикоз легочный;B40.2;7866
10007860;Бластомикоз легочный острый;B40.0;7867
10007861;Бластомикоз легочный хронический;B40.1;7868
10007862;Бластомикоз первичный легочный;B40.0;7869
10007863;Бластомикоз североамериканский;B40.9;7870
10007864;Бластомикоз уточненный;B40.8;7871
